overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,False,"12 13, 2014",A20UHHS33LNZLS,B00E9GQ3WK,kelley byrom,Awesome,Five Stars,1418428800,,{'Format:': ' Video Game'},
5.0,True,"04 3, 2011",A3PK8S2176Y060,B000M4KJ32,TimothyOH,This game is tight the coop is by far the best out there for a tactical shooter game. The maps can be a bit difficult but when you have 11 other players with you doing the same mission you will be alright. Thats what makes this game great it has an element that not even COD has and thats where a bunch of players on the same team striving to make it through the maps together.,Great coop shooter,1301788800,,{'Platform:': ' PlayStation 3'},
5.0,True,"08 7, 2017",A2LSCKYKLQOHU5,B00NBN1NA4,paul cox,Love this controller. The feel of it is perfect in my hands and operates wonderfully. This does work very well with my raspberry pi 3.,Awesome controller!!,1502064000,,{'Color:': ' NES30*Black/Red'},
5.0,True,"08 11, 2016",A2Q9CNJ4T6ZK99,B01CINIAKS,Philip Brown,"This Is by far The game I was expecting. And still more to come in Updates. This Limited Edition sure adds some xtra fluff. Alot of people went in with ideas of some thing the game was never gonna do.

The Eye candy gives it that early Star Trek Look. The controls take some getting use to. But what games don't require getting use to them.

Few glitches here and there but I seen other games with more.

Minecraft with space ships minus the multiplayer.

Best thing since Fried Chicken.

Watch out for the Deer Looking Dogs with Armadillo shells.. LOL!!!",God Speed!!!!,1470873600,,,
5.0,True,"01 7, 2014",A365XFHOGS95CK,B000A2R54M,SwimmingKitten,My five year old loves this game.  I love it too.  Brings back memories of playing it on my N64. Great game for any age.,great game,1389052800,,{'Format:': ' Video Game'},
5.0,True,"05 27, 2015",A3T3908AZNUQTF,B000XJNTNS,Jermel,"My wife and I play this alot! You can use the GameCube controller which I prefer because it gives ease of steering. The package come with the wheel for the remote which is fun bun not the best way to drive for either of us. The game has tons on n64 games and is a joy! This is a must buy for all mario fans..you even have donkey kong and diddy kong..and classic track for your gba,n64,GameCube,ds,and other classic stages! Happy gaming is guaranteed!",endless fun for the young and married!,1432684800,,,
5.0,True,"12 28, 2014",A1UD5L5GMIFDI7,B006ZPAY46,CADANSA,ok,Five Stars,1419724800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation Vita'}",
5.0,True,"07 31, 2014",AM7ZCZ9ZHHZ9B,B00FATRKOK,James mang,"Good replacement for my now broken arcade edition xbox from back in the day. Its small and its portable and it looks slick, came with a nice big hard drive and it sits pretty where ever I lay it.",Sitting pretty,1406764800,,,
5.0,True,"04 14, 2012",A1QG3JF3CN7QFQ,B00012LZXS,Versatile,"I have a PSP slim, and this is what I used it for. It connects to the PS2 through a built in IR sensor which is great, as you don't need another adapter to plug into your control port.

I use this to play DVD movies, and also for watching my divx type movies in my SMS player. For the price, I can't complain. I always go with the real thing, and I am always weary of third party controllers. This does not disappoint!",It works great for playing movies!!!,1334361600,,,
5.0,False,"05 10, 2016",A2U1FXN3LLDXOK,B00GODZYNA,Andrew Hooven,Uncharted makes me glad to be a PlayStation owner. Does Naughty Dog ever make bad games? I don't think so,"Great franchise, this game makes the franchise even better",1462838400,5,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,False,"11 1, 2015",A3V7F58M4ZXHIF,B00RKK15H0,Night Lord 40K,"This game has proven to be a very controversial game, some love it, some hate it, some are middle road. I am on the LOVE it side of things, yes there are some unanswered questions in the game, yes there isn't the character development you might want, BUT if you play through the game slowly, listen to the squad banter while playing and pay attention to the cut scenes you will see the excellent story that 343 has crafted. You could blow through the game in quick order and at the end think, dang what happened and I was a little like that until I began playing the game on Legendary, playing very slowly ( because that's the only way to survive on Legendary difficulty ), and really started listening to what was being said by each squad member.

I know some people have no idea where the Master Chiefs team members ( Kelly , Linda & Frederick ) came from since you have always known the Master Chief as the lone hero. The game expects you to already know the background of these people and why they are important to the Chief also why they respect him so much to just follow him blindly into danger against orders. This is a fault in the game but not a big enough one for me to detract a star. Yes, I have read the books and know the back story on all the characters, and I was super excited to find out that these beloved members of Blue Team were going to be in the game, and I still am. For the typical person that has not read the books I urge you to either read the book ( The Fall of Reach ) or at least read a wiki about Blue Team and its members. This game is just a set up for more to come and no doubt deeper character development in future installments that we all know is coming.

Story : Like I said above, the game has a great story that you need to play through slowly, and pay attention to what is said by all characters, this series began with Halo 4 and is being called a saga this time, because they won't be stopping with a trilogy like Halo 1 - 3. The game does have a cliff hanger ending, like halo 2 left us hanging out there, but just like Halo 2 it is a set up for the next installment, and this only makes me want Halo 6 that much more.

Graphics : This is an absolutely beautiful game, there is no question of that. details galore all through out the campaign, it is an absolute visual feast to behold. Just like the previous games before it, the game is bursting with color and detail.

Sound : from the sound of auto rifles firing, explosion of plasma grenades detonating, ghosts zipping by or to the growl and screech of the scorpion tank as it moves around, everything sounds fantastic and gives you the feeling of just rightness, it gives you the sense that if the things in the game were real they would sound just like they do in the game. The sounds are just spot on.

Voice Acting : Absolutely wonderful, all voice acting in this game is worthy of a AAA movie. Some games focus more on gameplay and not so much on cut scenes and the voice overs for the characters in the game, but Halo 5 nails it with superb voice acting and gameplay. The one character that has been complained about the most though is Spartan Locke. I actually had no problems with him because you can tell they went for the go by the book, follow every rule. very professional type of soldier Locke is, so to me it fits his character . I do think we will see him loosen up and fall inline with the Chief as the series progresses, so "" I think "" we will see his character loosen up and loose the rigidness he has now.

Gameplay : You just couldn't have asked for better gameplay, it's locked at 60 frames per second and runs buttery smooth without texture pop in, hitching or lag. The game also has a progressive resolution system that scales down the resolution during high intensive sections in the game, this allows the game to keep a flawless frame rate, and to the eye you will never see the difference in resolution as the majority of the game will run at full 1080 p and only dip occasionally to approximately 900 p or better. The controls on the game pad have change a bit but they were to accommodate some of the new Spartan abilities that have been added to the game, and you will find yourself getting used to them fairly quickly. Halo still feels like Halo, make no mistake about that. Although movement is faster and new abilities have been added, it still retains the beloved Halo feel, I actually think the movement system in the newer games ( Reach, Halo 4 & 5 ) are a welcome addition and the biggest to me is the sprint ability, as much as I LOVE Halo 1 - 3 the only thing I MIGHT have changed about them is the ability to sprint.

Multiplayer : This multiplayer just might be the best in the series. Everything seems well balanced and just all together right. Everyone starts out evenly matched and no one ever seems indestructible, giving everyone a chance to get the kills or complete the objective set forth to help their team reach victory. This is one of the things that made Halo great, amazing campaign and outstanding award winning multiplayer, and I can confirm the multiplayer goodness is back with many different game types, some old and some new ( the classic type matches are still intact like Slayer, team Slayer, Swat etc etc etc ) . the game launched with 20 maps and we will be receiving 15 maps for FREE during the first year. They have added a type of micro transaction element to the game that lets you buy REQ packs that allow you to receive random weapons, equipment and skins during gameplay in the two Warzone modes. These micro transactions were put into place to help off set the cost of developing DLC for the game since they didn't charge a fee for all future content, which I give them a standing applause for that because I absolutely HATE buying map packs ( I'm looking at you Call of Duty with your 50 buck season pass ). Some have given this game one or two stars because of the micro transactions and I'm sorry but that is just the most ridiculous thing I have ever heard. The REQ packs don't do enough for the people that buy them to make any real difference and you can't use the packs till near the end of the game anyway, so the players that didn't buy them will have earned enough points to get them in game without ever spending a dime of their real money. The option is there for you to spend your hard earned cash if you want, or not, I won't because it's just not worth it to me when I can get it in game, BUT some people will and I say let them because all they are doing is supporting the game and future content. Besides that, like I said before I LOVE 343 for giving us all future map packs and expansions for free and not charging nearly the full price of the game for a season pass..

Conclusion : This is a GREAT game, it has the full package that includes Great gameplay, story and the award-winning multiplayer that we have come to love and expect in the Halo franchise. I would highly recommend this game to anyone, Halo fan or not, there is much love to be had with here..

Solid 5 out of 5",Halo Lore deepens even more,1446336000,,"{'Edition:': "" Collector's"", 'Platform:': ' Xbox One'}",
5.0,True,"01 20, 2013",A2VKBENU2H4VN,B00008XPJH,deb,"I watched my two grand daughters play this game for years.  I loved it.  I always wished I could be able to play it myself.  I had just never took the time.  I find it helps me to relax, have fun, and pass a lot of time.  It is addictive.  I had to take the game to a shop because the very last step of the game kept freezing up on me.  It would work, then, it wouldn't.  It was aggravating.  But, I still love this game.  I had the game for way too long to expect Amazon to do anything about this problem.  Since I was a new gamer(so to speak), it took me a long time to get to the last part.  It doesn't now.  And, it doesn't bother me that I don't get to finish.  The best parts have already been played.  I love this game.  Thank you Amazon.","Love, Love this game",1358640000,,{'Platform:': ' PlayStation2'},
5.0,True,"02 10, 2012",A4A9TE7LVP4VZ,B000I0396E,Holysht,worked well out of box..fast delivery..good price and added fun and years to old system boys dug out of closet but had lost a controller. Perfect for our need.,64 controller,1328832000,,,
5.0,True,"12 5, 2014",A2SV60ZND4ZVHZ,B00KVSQAGO,Anthony coyle,worked great,Five Stars,1417737600,,{'Format:': ' Video Game'},
5.0,True,"12 31, 2014",A3CI6W1UNN1IBY,B0006TNCIW,Stephen W.,Perfect condition! It really takes me back!,Five Stars,1419984000,,,
5.0,True,"12 18, 2014",AN49MA84I1W13,B0050SW8OS,D. Brooks,OK,Five Stars,1418860800,,{'Format:': ' Video Game'},
5.0,False,"09 12, 2016",A180XRA8PP6IE1,B0039XVFF4,michele,Its great.,Five Stars,1473638400,,{'Format:': ' Video Game'},
5.0,False,"09 17, 2017",A2RT3ALS62WES1,B00KWF366S,Ronafish79,"I just started playing this game, reminds me a little of Little Big Planet, a little, it's really cute and for me who is video games challenged it is enough of a challenge that it will keep me busy for a while. It's got the jumping and monsters of all the Mario games and the family friendly for the younger set or those that don't like the blood and gore shoot em up games",I am really enjoying the game so far.,1505606400,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
5.0,True,"09 21, 2014",A9TK3PYDC0I6V,B0050SXU3Q,Pedro-B,excellent,Five Stars,1411257600,,{'Format:': ' Video Game'},
5.0,True,"05 24, 2017",A2OWVQ3RGHFV72,B00N4ABT1C,ely,Great buy fast shipping,Five Stars,1495584000,,"{'Color:': ' Mewtwo', 'Edition:': ' USA'}",
5.0,False,"08 26, 2009",A2ERUY53BUTE2S,B001E8VB6O,J,"Just like everybody else has been saying.  This game is awesome and a must have.  If you don't get it than your missing out.  The only complaint that i have is saving and quit. I was playing and had to go to work, so i quit, and then i try to play again, and i had start back at the last checkpoint which was kind of far from where i was at.  Its not big deal because i don't really mind replaying since its a really fun game.  The game has a really good story to it and it keeps you hooked.  If you played the demo and not the game yet, there is a lot more to it than the demo shows.",Awesome game!,1251244800,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
5.0,False,"08 7, 2005",A3Q1GHYVICPB55,B00006I02Z,K. Meurer,"Half-life 2 is a perfect state of the art game with no flaws. It is game-of-the-year its even better than Halo 2.

The graphics are amazing everything looks realistic to the point of which a retard might think it is real. The map is well put toghether and the enviroment around looks outstanding.

Half-life 2 has physics never seen in a viedo game. Any object light weighted can be used to throw or gather to use to help slove nifty puzzles and missions. You can move almost any object to cause chain reactions of movement and style. You will be traped with the almost real characters and life like physics.

The story will really keep you playing, to find out the next little bit of whats going on. At the begging of half-life 2 you don't no whats going on so the game traps you to try to find out. There are no Cut-Scenes, you live the cut-scenes you can move around while learning whats going on. Half-life 2 is a gore fest of fun, and is like War of the worlds on a disk. There are no negitives, the graphics are the best any game has to offer, and you will fall in love with the gameplay and story mode of this perfect game. No question it got 5 stars before i played it. If you have a good-running computer do yourself a favor and get Half-life 2.",Game of the year,1123372800,,,
5.0,True,"12 29, 2014",A23ZENW69ZJZFC,B003LPCCDY,paula walker,My 8 year old loves this game.,Five Stars,1419811200,,{'Platform:': ' Nintendo DS'},
5.0,True,"02 13, 2018",A2GUVDWMVEWUTN,B012NBH3JO,Amazon Customer,Great product!,Five Stars,1518480000,,,
5.0,True,"09 28, 2010",A1X6VVK4N6U1Y3,B000YG0PUU,neverseenthesun,"This pad ships with a set of ofam inserts that gives the pad a nice cushion while maintaining a solid surface to play on.
Sadly the company will not ship to APO boxes, and also the instructions were in such roken english that they belong on engrish.com.
However it is the pad that counts and I have had zero problems with it and encourage people to buy one!

Also the vinyl smell is not harmeful to you...",Excellent dance pad!,1285632000,7,,
5.0,False,"11 25, 2015",AXL0JWEZYLW1V,B00WJ0Z10S,Amazon Customer,"I really dig this game.  It is so much fun to play with friends and family, and the Toybox mode is just a massive sandbox that's really fun.  I'm not too big on the 2 Star Wars characters included, but my wife and I bought Han Solo and Yoda and we're loving it.",Lot of fun for everybody !,1448409600,,{'Format:': ' Video Game'},
5.0,True,"08 31, 2015",A1R8S62BFUNT9X,B004S7GA46,Edwin J. Herrera,Excellent,Five Stars,1440979200,,,
5.0,True,"06 6, 2013",A0266076X6KPZ6CCHGVS,B0086V5TVU,Tyrel,great product to dance and have fun with friends and great video game to work out with and exercise with.,Just Dance 4 for ps3 review,1370476800,,{'Format:': ' Video Game'},
5.0,True,"07 25, 2015",A310MJDXATC2L2,B00DC7G1WE,Wesley Kurth,"Comes with 2 awesome games, so worth the price!",Five Stars,1437782400,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii U'}",
5.0,True,"06 18, 2015",A37GGI2VPYLS0X,B00DWXV1E6,Franco Rovensky Salinas,"item as described,exellent service.",Five Stars,1434585600,,{'Format:': ' Video Game'},
5.0,True,"01 11, 2016",AKYOME6ZNH304,B00KKAQYXM,A. E. McDowell,"I bought this for my son. He thinks it is great. A little bit flashy, but worth the money.",Very good mouse,1452470400,,{'Color:': ' Black'},
5.0,True,"04 20, 2015",AG8LVKFKXBM5S,B00PIEI0OQ,rene,Really worth the wait! The Ike amiibo is nicely detailed!,The Ike amiibo is nicely detailed!,1429488000,,,
5.0,True,"05 24, 2016",A242P90GS3MB2Y,B00B7OGNMM,Gil,Bought it because I got star fox zero for wii u and what can I say that hasn't been said before? Very detailed and a great addition to my collection,Happy,1464048000,,,
5.0,True,"11 17, 2015",A1K9XSXX1MOV3O,B00KPY1GX6,Ed,"wow, my kids are happy, it's so real, excellent","my kids are happy, it's so real",1447718400,,{'Format:': ' Video Game'},
5.0,True,"03 24, 2016",A582NZC52DPIO,B000FQ9R4E,Lisa B,Arrived quickly and as advertised. My kids play it all the time and it has held up well.,Fun game!,1458777600,,,
5.0,True,"04 13, 2014",AB3WVEFM1E83,B003O6EB70,AwesomeCouple,It is what it says and does what it says. Very pleased with it and have to keep typing til it tells me I can submit lol,excellent,1397347200,,{'Format:': ' Video Game'},
5.0,True,"12 17, 2017",A1IY8YNM4W52QP,B00005Q8LR,greencheeseELF,"Awesome game that is fun for both kids and adults. Game came as described, which was in great condition.",Awesome game that is fun for both kids and adults,1513468800,,{'Format:': ' Video Game'},
5.0,True,"11 14, 2016",A2DRK8F3SGQ6F,B00TS0UK0I,Gaijin Kappa,I like it.,Five Stars,1479081600,,,
5.0,True,"05 4, 2016",AGW64R4NI05XQ,B0024ZT3XO,clayton,works as intended,Five Stars,1462320000,,"{'Color:': ' Black', 'Package Quantity:': ' 1'}",
5.0,False,"10 8, 2008",A2XUW4IZP6UPDL,B00160PA4E,To Be Simple,"I have played dozens of golf games dating back to golf on the Commodore-64. Some games have been completely pathetic, while others have been relatively good. I bought Tiger Woods 09 for the Wii basically because I like to try most every golf game that hits the market. My expectations for this game were actually fairly low, as EA has not exactly put out killer software for the Wii.

Having put in over 30 hours with Tiger Woods 09 I can safely say that this is the most fun console golf game I have ever played. Not only is the game incredibly deep with an absolute ton of modes of play, but it also sports a great online component. The developers really did a good job of making TW09 a truly fun multi-player experience.

What makes Tiger Woods 09 such a great game is the control. The 1:1 swing mechanic can be tuned in a variety of ways. It takes some getting used to in terms of shot strength, but once the user gets it down the game is butter. As far as putting is concerned, this is the best putting system in a golf game, no questions asked. Yes, the putting system may seem confusing at first, but after spending some time with it the user will realize that putting in TW09 is as close to real-life putting yet seen in a golf game. Everything from the clearly visible slope on the greens to the depth of resources the putting system provides to the user makes hanging out on the green a joy.

As to be expected, the graphics of the Wii version of Tiger Woods 09 are not as detailed as those of the 360/PS3 versions, but they are still not too shabby. I particularly like the way the undulations and elevation changes on each hole are depicted.

Finally, EA smartly included an ""All-Play"" level of difficulty that allows inexperienced or less-skilled gamers to be able to be competitive. Of course, there are standard and advanced difficuly levels as well. This allows someone who has never played the game or is not very good to be able to play with a seasoned TW pro and still have fun without being blown out of the water. I like to play on the hardest difficulty level, but when someone comes over to the house they still have fun since they can play on the easier mode.

Overall, Tiger Woods 09 is exactly the type of sports game Wii owners deserve. It wonderfully takes advantage of the controller technology, offers a ton of modes of play and customizations, and has a high fun factor. Get this game and spend some time learning to play it properly. You will not be sorry.",Best Console Golf Game,1223424000,31,{'Format:': ' Video Game'},
5.0,True,"08 13, 2016",AV69OC9DNRV2U,B000IMWK2G,Jonathan :D,"Works perfectly, thank you!",Yay!,1471046400,,,
5.0,True,"09 9, 2013",A1K62VW1GBHF64,B000PS1HNQ,SHADE013,Now I have the whole set. Just found out about THE SIMS 4 though. Now I have to get that too...,Complete...,1378684800,,,
5.0,True,"06 29, 2013",A28O2VGA5HAOLJ,B003WY86L6,Michael Foreman,"The build quality is as good as any other Playstation controller. However, there is one caveat to getting this color: the crevice that goes around the controller (where the two pieces of the outside connect) collects dirt (all colors do) and shows it visibly clear, so you will occasionally have to clean it out to keep it looking nice. Other than that I love the color, it is very classy!",Works Perfectly.,1372464000,,,
5.0,True,"12 2, 2013",A2NT274XP6RX09,B00DTOEAYQ,v4vendetta,"Great looking, sleek, streamlined mouse. Love the blue light-up sides and scroll wheel. There are two buttons on the thumb side that are used for navigating forward and backwards to and from pages. I wonder if they are programmable to different commands but I haven't found a way around it yet. My only gripes are that it feels a bit light (Might crush it in my hand if I applied enough pressure) and the strips of plastic near the palm area that complement the silicon-like exterior of the mouse doesn't match in terms of coloring as shown in the picture. Overall, its still a good buy for a mouse this neat looking.",Great mouse... using it right now.,1385942400,,,
5.0,True,"10 30, 2014",AKEN2HO01KRPA,B006PP404Q,Kendall Lara,This is perfect to protect my new Ps vita from scratches and falls,Excellent,1414627200,,,
5.0,True,"04 6, 2013",A32W7MGLZNB36K,B0096KEMUY,Phoenix,"Everything works just like described! I hadn't had an xbox in almost a year, so it's great to be back in the gaming world!",Love It!,1365206400,,"{'Edition:': ' Standard', 'Platform for Display:': ' 250GB Holiday Value Bundle'}",
5.0,True,"09 4, 2015",A2JEISWU55SMDW,B00BKWQA2Y,Bob McJim,"Great, I love this series! :D",Awesome game!,1441324800,,{'Format:': ' Video Game'},
5.0,True,"05 8, 2016",ADFYM7F4GVY2U,B01AC3ZD2O,bb,Bought for wife and she loves it! FAST SHIPPING!!!,Five Stars,1462665600,,,
5.0,False,"12 27, 2003",ATGPE1I7NKZEA,B00000IYEQ,S. Bradley,"My 8-year-old's favorite game series. And if you're worried about video game time taking away from reading time, make sure you get your kid(s) into roleplaying games. That way, they get both... and though Pokemon won't solve it all... you'll never have to nag them to go play Pokemon!",The favorite game series in the house!,1072483200,,{'Format:': ' Video Game'},
5.0,False,"05 14, 2003",A2E3UFJ9FMF135,B00004YRQA,Colesdaddy,"Sony makes the highest quality of home entertainment products that are desgined to work together. If you save a few bucks and buy some el cheapo memory card, you may lose all your data at any given time and that sucks if you have 40+ hours on Final Fantasy X or a full season on Madden 2003.
Stick with Sony, you won't be sorry.",Don't Cheap out and Buy off-brand memory Cards!,1052870400,,,
5.0,True,"08 24, 2013",A2VFFTJ4JX3TPH,B005LN5UOC,Jase Dawson,"If you are a hardcore gamer that plays a lot of multiplayer games, this is a necessity. Good sound quality from both ends. The headset is well made. I couldn't be happier. The price is good for this headset.","Love, love, love this",1377302400,,,
5.0,False,"12 16, 2009",A1DUWRMZVLRKAJ,B000X25GW2,maskedgamer,"No More Heroes!

There's not many Wii titles that I pick up these days most of it being due to the fact that the system is so kiddy-ish these days. It's hard to find a good mature title. I remember reading about this game eon's before the Wii was released. So when it came out I knew that I had to give it a try.

I only saw a few screen shots and read some reviews on the game but I hardly pay attention to what paid reviewers say. I had to judge the game for myself. My first time playing the game I wasn't so into the style of it. I was thrown into the game without understanding what was going on. I pressed some buttons swung the Wii remote around and but the game back in the case. I just wasn't taken away by it.

Some time later I found the game again and decided to give it another try. This time I stuck with it. When I got to the first boss, I then realized just how amazing this game was. The fighting was unbelievably intense! I hadn't experienced combat like this. It really got me interested in the game.

Now I'll be honest about No More Heroes. The game isn't exactly polished. There are obvious areas of the game that needed more attention like vehicle controls, and the environment. However, that is just a small part of the game and can be easily over looked. This entire game is about the Bosses! and oh my! They are incredible. There seems to be so much more going on to them that isn't spoken, but it's like you get to learn everything about them by the way they fight. The Shinobu battle was one of my favorite and I fell inlove with her style (very glad she will be in the sequel).

The game pretty much goes like this. You do side quest to earn money for the next fight entry, you ""warm up"" for the battle by fighting mobs of enemies,then you go and fight the boss. It's pretty simple enough. No more heroes is pretty much a fighting game thrown into an ""action adventure"" format. It works extremely well, but people that compare this game to others like GTA etc. don't understand what this game is supposed to be about.

The bosses in No more heroes have alot of character and are probably some of the most interesting I have faced in all 20+ years of gaming. It's like after you defeat one assassin you can't wait to see what the other will be like.

My only issue with No More Heroes is that it feels incomplete. The story even though interesting just seems like it could have more depth and development to it. The game just feels like something is missing. It's well crafted, but it's just missing that ""shine"" to it. Another thing about the game is that it's also semi challenging. The ""warm up"" battles are pretty straight forward, but the bosses can be rediculously hard, or rediculously simple, it all depends on how quickly you can adjust to their fighting style.

After you fight Shinobu, you quickly learn what you need to do to beat the game, as she forces you to actually fight her logically rather than just mashing buttons and hoping for the best. Not many developers can pull of melee combat that forces you to think and study your opponent. It's what really makes this game.

Just to also note, I've read lots of reviews where people talk about the art style of the game. You can't really mention No more Heroes without talking about it's visuals. The game is crafted well, and the semi-realistic art style fits right into it. The facial expressions, personalities, and overall theme of the game can't be accomplished without it. It reminds me a lot of the old Playstation ""Fear Effect"" games. It's just absolutely great.

Overall this is a great Wii game to own if your a mature player. Don't really recommend for people under 17.",This game is lacks polishing and it's still a mind blower!,1260921600,2,,
5.0,False,"12 10, 2002",AO5M8CNNMLVN0,B00005AG1J,Hope Less,This is whout a question THE city simulation.  Graphics are great.  Disasters are fun.  Varibles in the game are not so variedy that even when you have every need met the citizens find some stupid reason to complain (stupid Ceasar game).  I love this game and I would keep it on my top 10 forever (and thats a long time).,Yea baby thats what Im talking about!,1039478400,,{'Format:': ' Video Game'},
5.0,True,"03 28, 2016",A10HBOYQVD6DL1,B00JF63SQI,Ramiel,One of the best mice ever made',One of the best..,1459123200,,{'Style:': ' DeathAdder Chroma'},
5.0,True,"09 9, 2013",AHW9HY6U7MV1Y,B000ZHMRS6,Deputy,Works great on Vista. Lots of replay value. Not an easy sim by any means. Takes a lot of strategy and thinking to win.,Good older sim,1378684800,,,
5.0,True,"10 11, 2012",A18VYCYHXY0J1Z,B00004YRQA,Akiro Sohma,"I ordered an 8 MB Play Station 2 Memory Card, but got a 16 MB instead, idk if it was a mistake or not, but it works perfectly and worth the 8 dollars.",Perfect!,1349913600,,,
5.0,True,"06 23, 2015",A31F2MF06U939,B007BKMGEU,Jeanie Smith,Good,Five Stars,1435017600,,,
5.0,True,"03 4, 2016",A3CAAP2J3QOLYZ,B007AJZ5PY,0DYN3,"Very satisfied. Came new, as expected and on time.",Happy customer,1457049600,,,
5.0,True,"02 3, 2010",A218NYHPQ2RTXL,B002HEWACS,D. L. Patague,I bought this bundle because I thought it would have been cool to use the night vision goggles for hiking at night! I was surprised how well they worked! Very cool! I love this game also! What else is there to say!,Great game and the night vision goggles work great!,1265155200,,{'Format:': ' Video Game'},
5.0,True,"03 9, 2016",A3VP62H2WAP20N,B014LNTVGK,Willie G.R.,"Wow, where to begin with this game?  Well, this game has THE most beautiful graphics of any Wii U game.  There is more than enough content to satisfy any intense J-RPG player.  The character customization, aside from the few limits imposed in the western version, has a pretty large selection for making your character your own.  There are more than enough missions and side-quests to keep you coming back for more and more and more, there are also many characters to have in your party, but you need to finish their first quests before you can get the choice of having them join you.  The world you are in is HUGE, and all 5 continents are a world of their own, plus, weather effects can really change the way you play, so you won't get bored any time soon.
The Art Book in this Special Edition is BEAUTIFUL, and full of detailed drawings of all the characters and locations you will find in the game, the special art is pretty neat to have, and the USB with the music, though small and limited in content, as well as having the music protected (this can be worked around so you can extract your soundtrack to play outside your computer) is pretty neat to have.  It looks like the Life Hold pieces, and it lights up blue when you plug it into an USB port.
The game's drawbacks?  As always, there will be some drawbacks for any great game, and for this one, I would say some musics in the game are pretty lame (like the music playing in the city at night), there are so many characters, that though you can see some character development, it sometimes feels rushed for some of them, though it's not so bad.  The main story is pretty interesting, but you'll be more drawn by the exploration than the story itself, and then there's the issue with the Data Packs you can download to help the game load faster for you.  These are optional, and work to help the game load a little faster, but they take up a LOT of your precious little Wii U Disk space, and if you, like me, don't have an external hard drive, you'll need to clear up the console's space to get it in to work.","Fantastic game with lots to do, and beautiful graphics to enhance your experience.",1457481600,,{'Platform:': ' Wii U - Special Edition'},
5.0,False,"06 18, 2015",A1JM1J3CMZLZLP,B00WTI3SGO,Sergey H.,"I am 27, and an avid gamer since i was 5 or so. I played many games and to be honest Witcher 3 just earned #1 spot in games i played. Not gonna go in full detail about the game, there are plenty of reviews about that, but i will mention some other important things about the game.
1) As of late i noticed an unfortunate trend with latest games: you get a cool game with latest graphics but the game lasts 12 hours on average and you are done. It took me over a week to beat this game; and let me tell you what a ride that was!
2) Touching little more on that trend again, latest games often lack quality and good story to them (with few exceptions of course, but as a general rule). Witcher 3 has the greatest, breathtaking story i have ever seen! Up to this point, Mass Effect 3 (with added improved ending) had this honor, but Witcher 3 beats it hands down. Extremely innovative story; sometimes i thought i knew how things will turn out in the end (i am pretty good at it), but boy i was in for a surprise.
3) A lot of games have this quest trend: clone questing. Same thing over and over, go there, fetch that, get this. Witcher 3 has numerous quests that are all very different, with surprising twists all the time and are a pleasure to complete, not a chore like in other games.
4) Choices! Choices, we all love them, it makes us feel like we matter and we can affect our gaming universe. Well, ladies and gents, look no further than Witcher 3. Love, sex, war, murder, and much more, serious, mature decisions that will truly touch your heart; sometimes things will make you angry, some things will make you sad, and sometimes you might even cry. That's how good the story is!
5) Last, but not least graphics and combat! How good is it? Pretty darn good if you ask me. Graphics are amazing, not very often in the game i stop in the middle of somewhere just to enjoy the view (i think it looks almost like real life). Combat system is amazing, so much gore for those who enjoy blood and guts. You can dismember, decapitate, and do other nasty thing with those who did you wrong.

Final word, this game is not for kids, but adults will be able to enjoy this game to its fullest. Finally a game that doesn't care as much about money as much as satisfying it's customers. A lot of games out there sacrifice quality for profits. For example in order to gain the most people to play the game, companies don't include much sex, gore or other stuff in the game, so that youngsters could play it too, sacrificing potential of the game. Well, Witcher 3 is made specifically for adults with everything you could possibly wish for included in the game.

Do you get the bang for your buck buying Witcher 3? Absolutely! I even think that it's worth more than $60. As a matter of fact i can't even remember last time when i was so satisfied with a game. I am not big on writing reviews, but i was so impressed with the game that i felt compelled to give it 5 stars on Amazon. A word of advice, do yourself a favor and buy Witcher 1 and Witcher 2 too, and play them before playing Witcher 3. There are so many deals right now, that you can buy them for very cheap. Witcher 1 can be difficult to play at first due to crappy graphics, but story will get interesting after 1st act :) If you are thinking about buying this game, do yourself a favor and buy it, you won't be dissapointed!",Three words: Best Game Ever!,1434585600,4,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
5.0,True,"02 8, 2016",A2GI0VNBUE6CJ8,B00GGUT7E8,Kat&#039;s mom,Great game. First person shooters are not my favorite type game to play but this was great.  I loved everything about it.  My only complaint is that I purchased this game used so the original bioshock was not included.  So if your purchasing this because it includes the original bioshock and your purchasing it used be aware that it might not be included.,Great game. First person shooters are not my favorite ...,1454889600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
5.0,True,"03 20, 2018",AOCO3EVTJYLJY,B01B1BMH7A,Becky C,Pleasantly surprised by the level of quality. I needed to replace my multi-system/universal connector because I was getting interference ( probably due to unused open connectors). This seems to be well insulated and the interference was almost entirely eliminated. Glad I took a chance on this. My PS2 looks as good as it can possibly look on a modern TV.,Glad I took a chance on this,1521504000,,,
